Soil_Type,Soil_Moisture_%,Shear_Strength_kPa,Bearing_Capacity_kPa,Excavation_Depth_m,Retaining_Wall_Type,Support_System,Deformation_mm,Rainfall_mm_day,Temperature_C,Groundwater_Level_m,Seismic_Activity,Ground_Settlement_mm,Wall_Displacement_mm,Pore_Water_Pressure_kPa,Strain_Gauge,Risk_Level
Clay,21.28550971,246.2242443,248.2799561,5.271446881,Secant Pile,Anchors,30.97912964,10.10149417,3.849808611,2.42195892,1,18.26516187,40.51029248,217.9919329,32.81034758,2
Rock,25.74354509,226.9202337,457.212082,13.6138055,Diaphragm Wall,Bracing,33.17451726,8.776217674,43.9566219,1.690577491,0,75.05239807,41.95608016,443.5594145,82.0345015,2
Rock,10.16053179,247.1537412,479.5026413,5.706630221,Sheet Pile,Bracing,41.81456566,144.0746425,23.75393832,7.748584022,0,33.90876133,45.4859156,146.0059586,18.39474178,2
Silt,5.274895716,179.3172641,151.257982,3.447996977,Secant Pile,Anchors,10.77314536,88.8959956,33.64455712,1.29706258,0,70.98954334,25.46226253,196.4256906,46.46270709,1
Silt,8.422140752,160.0497495,356.9272321,20.86640443,Sheet Pile,Bracing,6.024091122,51.25847507,-5.292024595,4.537537603,0,4.786559891,34.71373732,117.8316469,1.365783643,2
Sand,27.50046605,86.86313168,354.4452778,19.26613493,Diaphragm Wall,Bracing,42.57685859,38.0826992,0.090183662,5.069301161,1,40.78600256,5.590018562,329.2516379,48.16823225,2
Silt,26.84725194,132.0481884,284.6403851,7.401516073,Diaphragm Wall,Bracing,7.830640745,133.9906982,31.71220202,6.873899127,1,70.50345223,28.264448,238.9413159,5.583822088,2
Sand,19.93532755,158.5048415,566.4624313,9.312946494,Sheet Pile,Bracing,48.73800407,0.080308805,-8.790741288,6.332834823,0,22.68705163,12.43459047,325.9775061,97.77235119,0
Sand,20.01292151,72.15010742,513.7531599,3.640109348,Secant Pile,Bracing,42.12691147,161.1782338,34.92828922,8.107206729,1,79.52870448,21.58584425,392.7537074,79.05921287,2
Sand,21.62591686,105.1529882,448.604691,25.54357455,Diaphragm Wall,Anchors,25.04383029,15.84992123,-9.232803972,0.447514339,1,63.07797331,31.70252542,295.5663572,49.01114766,2
Sand,9.384281966,199.5563235,457.1633179,29.31664609,Diaphragm Wall,Bracing,49.07107125,38.29792298,26.14153615,2.964407248,0,58.75617721,12.84929689,332.4336597,8.658735818,2
Sand,27.86029865,233.9157786,330.8580719,6.657407493,Secant Pile,Bracing,4.868836455,77.24727906,10.08016561,2.801341188,0,35.35488542,2.60925289,470.8626415,59.24454408,0
Clay,15.46926312,299.5868778,560.4972605,9.249830772,Diaphragm Wall,Bracing,15.15328806,96.97174794,23.6322169,1.460169056,1,48.24514704,0.51169282,184.5789393,75.87637507,2
Silt,14.57846321,283.2783328,447.2977136,26.44705715,Sheet Pile,Bracing,31.91122075,70.99902316,28.28172738,2.891782539,0,59.7349301,1.107976777,211.6237724,19.0717253,2
Sand,17.97294263,210.6412999,464.4905308,28.01452254,Diaphragm Wall,Bracing,17.50034342,64.142433,8.836137055,3.097653141,0,47.24621139,0.417486876,372.9665128,56.82083408,2
Rock,6.174149169,155.3120133,530.8454519,14.32993934,Diaphragm Wall,Anchors,46.4186276,192.7832024,-4.062065354,5.218844619,1,69.83133239,5.517752828,325.0874827,81.42108984,2
Silt,9.157084219,209.0443412,237.0357947,4.366806751,Secant Pile,Bracing,3.281304409,128.3159362,-6.169477274,6.637044789,1,43.36969331,11.97443573,130.339807,76.82477776,2
Silt,23.45084041,246.4129045,503.5354519,4.06357951,Sheet Pile,Bracing,27.4705916,4.686591073,22.39148124,3.811005136,0,20.22731817,11.06107571,219.2662895,80.29920179,0
Sand,7.069966698,79.58404773,197.6203015,18.49664638,Secant Pile,Bracing,29.54331337,86.03518169,18.63604446,7.194702313,1,21.39337828,49.33982971,260.5271059,87.93234249,2
Clay,20.07880274,152.4762224,272.6709761,13.60816794,Diaphragm Wall,Bracing,32.63640619,175.0017399,30.8210555,3.361653386,0,0.580376884,15.30030526,238.7254271,93.76821022,1
Sand,11.13372774,259.9505714,267.8052271,3.773615545,Diaphragm Wall,Anchors,12.78331117,60.29123728,18.03545305,2.902836773,0,30.09577156,6.371039168,130.2236637,40.55211552,0
Clay,14.73239035,145.958238,589.2627342,18.74781459,Secant Pile,Anchors,18.22832138,18.91126895,13.23451845,5.411880559,1,74.89176405,27.27812721,465.9935413,56.87691025,2
Rock,12.21734342,192.9680678,528.2686119,3.305168488,Secant Pile,Bracing,42.18402648,151.6769543,11.8947948,0.237163603,1,79.41627088,42.89787277,393.0434428,79.0659526,2
Silt,13.89181791,196.9423402,450.5849308,24.25904287,Secant Pile,Bracing,9.747138449,121.2027664,-8.545420357,0.797891236,0,20.24675421,33.90301884,266.6101244,69.71398139,2
Rock,22.97614763,96.11906328,463.5283808,11.27368621,Sheet Pile,Anchors,41.34339236,114.0625016,8.455646093,4.179695436,0,95.90439969,14.80410446,356.0274627,99.55202283,2
Clay,12.42804289,140.5588604,381.0363972,4.086966081,Diaphragm Wall,Bracing,28.13277115,10.71531192,43.68110866,9.429127114,0,50.24027935,28.08080799,453.7772025,1.36776511,1
Clay,19.16011601,133.6278222,573.5453336,18.88550997,Secant Pile,Bracing,38.10937556,28.09980196,38.04555669,7.215117798,1,91.6978749,35.74279871,111.2783641,35.51332153,2
Rock,16.90126005,56.54917713,348.1293764,13.73747919,Diaphragm Wall,Bracing,35.68036831,124.5098792,8.115793687,0.881265695,0,70.67652819,36.40522462,162.6678728,28.10279263,1
Clay,21.59177913,56.04794097,290.2588549,29.29261116,Sheet Pile,Bracing,10.37557477,41.56476829,22.32874728,8.463180128,1,72.2433423,33.32692276,294.2155613,26.23158502,2
Rock,28.42074348,257.9242609,181.5176685,17.69336389,Sheet Pile,Bracing,28.44063682,100.8140159,36.601321,7.323007706,0,8.504362131,43.54052124,409.5546671,22.25297825,2
Silt,23.31430243,118.2677025,493.1028261,10.43145789,Sheet Pile,Anchors,43.38615764,108.9763372,14.27008852,6.109465257,1,21.99911269,43.50527292,66.31470295,70.91238408,2
Rock,10.37350946,179.5196916,467.221966,22.15484935,Sheet Pile,Bracing,21.60581184,56.70143805,-9.012317494,8.202929606,0,0.881483329,28.94682797,492.8081676,8.475947328,2
Silt,5.779578377,124.6813934,292.1775193,10.33028407,Diaphragm Wall,Bracing,48.32953851,189.6850311,-5.9019246,4.041098477,1,71.61276405,21.49281846,254.7079713,74.16088339,2
Rock,11.55660111,285.1698113,112.596707,27.41456887,Sheet Pile,Anchors,22.61075501,168.4928214,18.07159967,2.215010509,0,34.44382884,32.07851478,211.6540133,69.3425842,2
Clay,19.87694827,114.8241897,519.4986639,13.1174932,Sheet Pile,Bracing,7.139281833,144.4747015,43.31916566,5.120233891,0,78.66525161,40.91060007,181.725997,25.08041325,2
Rock,6.285645337,157.4142032,105.7089917,17.84645119,Secant Pile,Bracing,19.471734,15.59877328,28.12652482,5.488417556,0,33.89362199,0.282605242,128.4605184,25.28337832,1
Clay,17.40915618,268.1825626,451.8498898,4.365473803,Sheet Pile,Anchors,47.58512032,21.22600386,-6.099609471,5.38326372,0,81.93337523,49.59985045,406.208259,62.88605853,2
Rock,19.92107122,260.4833917,585.1285549,14.50527342,Secant Pile,Anchors,15.98604247,98.55626917,0.414848169,5.650737915,1,13.06982537,9.144688616,479.9363741,76.21711055,2
Rock,13.35609727,96.52535446,318.8306641,25.47381557,Sheet Pile,Bracing,43.40490799,32.14266984,32.42277288,9.487049182,1,17.33731568,23.51244928,236.1401397,87.64856131,2
Sand,24.27280509,250.6608274,217.4867025,24.75251774,Sheet Pile,Bracing,44.06253408,195.6530927,36.2791868,9.022456231,1,34.08765396,43.60148674,478.5893126,85.21395639,2
Clay,7.664956328,164.5467217,452.435505,9.056601089,Secant Pile,Bracing,17.50932622,31.70404681,23.97320224,8.757170366,1,40.84873889,11.25201995,420.7089269,96.48829942,2
Sand,6.878444543,170.742218,508.564071,9.104134917,Sheet Pile,Bracing,4.162882903,97.49356709,25.44327433,8.014168109,1,34.87028108,23.8397612,266.4730074,58.13848953,2
Clay,23.20471891,83.3699931,373.215158,25.06724343,Diaphragm Wall,Bracing,36.22789546,72.82421137,-8.441440229,9.434281073,0,76.36470325,6.629109009,353.3117806,90.86555613,2
Sand,17.38728291,70.15037844,583.5176376,28.12075734,Diaphragm Wall,Anchors,15.57561495,127.8772843,35.56916428,0.984946417,1,9.695139263,19.75381627,245.7428806,80.85132733,2
Silt,22.21005991,231.9848267,125.8343608,5.574744874,Sheet Pile,Bracing,39.14618071,25.80728178,33.35513645,2.651232614,1,35.12170196,8.85677274,301.4255337,89.46676243,2
Rock,15.87068347,174.1152881,352.3977992,15.15158326,Diaphragm Wall,Bracing,22.13274241,86.06328561,4.246932926,4.950559457,1,83.72399995,18.18138744,76.12085166,1.162660129,2
Clay,11.16005083,159.2126757,459.2269737,12.11126553,Secant Pile,Bracing,24.26333712,54.94100656,28.9772196,8.465344931,1,6.679707726,18.67321084,363.3185639,96.59029919,2
Clay,25.47755794,232.3770572,531.3202356,26.5085883,Sheet Pile,Bracing,38.89547034,177.5503049,1.817003353,5.051657115,0,94.23435077,49.65853948,73.77109002,47.35301628,2
Rock,24.98539697,241.3782247,189.627806,5.255172696,Sheet Pile,Bracing,19.11816655,8.117142427,-7.781841142,7.480347393,0,98.63168423,49.74065147,417.6882261,79.81829896,2
Clay,22.36741177,89.72704192,500.0017409,8.700400449,Secant Pile,Bracing,22.15636727,182.7454988,1.062509842,1.389599052,0,8.856817383,5.739313933,421.2261183,12.72041193,0
Clay,11.80362843,202.5562874,376.3535379,23.31664511,Secant Pile,Bracing,18.80952344,166.5988277,-0.175411779,2.52413813,0,29.12725223,36.29843897,156.6847794,39.59410958,2
Sand,19.75576667,83.83852057,298.276841,4.384933922,Secant Pile,Bracing,18.36702576,59.51414329,8.57613982,7.31776095,1,37.2400666,2.587273983,195.6482515,27.1460663,2
Clay,14.02434742,237.8437715,165.8575143,16.29845528,Sheet Pile,Bracing,26.29732885,157.8581309,13.01472234,1.647340089,1,77.63913687,1.509600767,266.5896704,29.16587705,2
Silt,7.289551833,214.2387891,532.6478795,14.93688994,Secant Pile,Anchors,40.43997223,6.242712068,17.96963903,3.513559347,0,59.59268121,5.266694712,318.4983081,12.325562,1
Silt,27.93283939,289.1536553,178.6366041,12.02883183,Secant Pile,Bracing,18.0884156,193.3731101,16.22146315,2.648662578,0,64.43657005,48.27428285,179.3091478,80.57638325,2
Rock,8.420465773,67.23950409,254.8939296,13.65345251,Diaphragm Wall,Bracing,26.21273603,105.3189885,4.887103328,3.498616942,1,75.75098228,47.04317739,316.6188821,0.924231458,2
Clay,28.75593385,64.26368029,245.022766,17.30839585,Diaphragm Wall,Anchors,33.53636627,60.65620521,-8.395613228,7.083240491,1,11.79789994,9.696391014,184.004183,31.2505457,2
Rock,16.15014432,120.5467687,535.7070171,7.356918676,Sheet Pile,Bracing,13.47197232,72.51664252,23.28058922,3.678471811,0,83.32094569,8.083616778,74.97082448,17.44105432,2
Silt,9.628323221,115.4264209,436.3514971,18.44388871,Diaphragm Wall,Bracing,13.87614025,13.28107069,11.76596564,5.552633226,0,70.56198042,12.02675433,51.13739742,58.90389406,1
Clay,18.54752368,111.7446998,498.3406986,24.74667289,Diaphragm Wall,Bracing,46.67065635,197.8699028,6.426968656,0.999318771,0,57.73417252,25.7773497,95.51797606,25.42524026,2
Clay,26.8236459,276.5636451,225.2339494,23.5243451,Secant Pile,Bracing,36.17672867,7.85838903,37.68175736,8.050176932,0,88.97353348,28.4852316,406.5128151,25.89984545,2
Rock,23.30562216,112.38655,412.4370498,7.155297427,Secant Pile,Anchors,28.85933381,130.9814246,31.07088193,3.698886256,1,70.03063539,11.07967152,482.6440906,48.8338144,2
Silt,25.1640287,117.9874315,385.8729916,7.029735683,Diaphragm Wall,Bracing,32.38600272,88.54718554,37.17710516,6.48534159,1,20.16999626,37.8311394,242.1347897,65.26890393,2
Clay,21.46958417,239.8495656,516.4151884,10.24070793,Diaphragm Wall,Anchors,1.464972155,189.7832436,17.22405371,7.253896017,1,42.97453811,15.47765847,280.7077791,12.13047046,2
Rock,22.30691411,162.4349606,553.0435302,12.74901761,Diaphragm Wall,Bracing,30.90514828,49.19994806,-2.798781133,2.096609221,0,49.40428669,46.10656628,116.0816761,17.55114525,2
Silt,26.22989129,244.1776392,106.0783857,14.0283007,Sheet Pile,Bracing,25.47544366,106.4173648,28.29217899,8.84674985,1,5.521762675,32.83613532,297.9641087,24.71747446,2
Rock,11.24170022,66.34153939,437.0099595,21.35182485,Sheet Pile,Anchors,27.28748399,96.47124172,1.334057897,6.162242516,1,95.46375134,21.81755972,115.0947059,97.37482141,2
Sand,17.23562409,171.8927984,125.9178996,4.530371668,Sheet Pile,Anchors,17.97119134,140.5732888,14.2676318,4.287251418,0,12.85772608,39.49560009,325.046449,39.71524999,1
Clay,10.53023605,58.40340005,374.4293325,3.936163014,Diaphragm Wall,Anchors,4.073694886,13.60204639,-6.424956608,1.823351836,0,69.74612672,40.8957313,469.9664004,59.89900906,2
Sand,29.6917002,65.66330086,243.8163645,13.5815852,Diaphragm Wall,Bracing,9.666961681,38.757826,35.39196213,9.423009379,0,50.62310361,14.52408028,138.0643427,24.15428127,1
Silt,28.60148349,276.6093633,253.3882998,21.82341969,Sheet Pile,Bracing,47.53723566,42.91296402,-3.073264742,7.550682041,0,2.563224988,16.98572719,394.0536731,49.04595252,2
Sand,5.985670284,84.81134278,276.4792517,8.22275426,Sheet Pile,Bracing,20.43497811,147.630151,39.67036289,2.080245627,0,92.47474759,46.79775769,60.57609027,7.411917439,2
Sand,22.63937931,183.1051706,410.6462245,20.32062099,Diaphragm Wall,Bracing,23.33415779,37.82773927,37.53268312,3.377107747,0,85.18368088,8.237051918,218.9737586,3.474214592,2
Silt,28.13120794,152.7739007,267.0249828,10.01535972,Secant Pile,Bracing,2.635489493,114.6983528,15.55205204,8.096742581,1,52.42579279,2.107520848,99.83682852,46.87335268,2
Rock,9.514383628,136.8358316,466.3495253,26.92432494,Sheet Pile,Bracing,1.878311477,43.0487641,30.94025124,6.956776632,1,22.89423361,22.70276613,208.6139487,39.86592875,2
Sand,19.19863076,274.9583364,302.2636928,27.1836285,Diaphragm Wall,Anchors,35.85907235,172.32499,24.06947906,7.657842927,1,12.16228907,40.06049501,128.0916138,13.68803197,2
Rock,27.88720744,55.45584919,134.1766002,11.02675452,Diaphragm Wall,Anchors,26.90473321,188.4370909,34.16916033,4.412011022,1,36.33924794,38.58340532,217.9872456,68.76014289,2
Sand,5.848649465,215.9474215,491.8799212,9.209831357,Secant Pile,Bracing,25.43529921,103.698595,13.74928054,7.164762626,1,25.5428281,45.97653145,237.8852627,99.29034909,2
Rock,22.43550668,290.8486086,242.8791623,14.10520725,Diaphragm Wall,Bracing,12.15622652,70.46177684,33.21946663,3.864937229,1,50.6691201,26.66003322,185.2660053,39.56468212,2
Silt,12.43372518,190.0420459,316.3834398,9.4943528,Diaphragm Wall,Bracing,37.23753658,46.811555,15.43512494,2.112629169,0,96.64092961,5.003233578,345.4798773,62.45586359,2
Sand,28.10990488,284.2056155,442.7219416,21.15436377,Sheet Pile,Anchors,8.411828955,9.956200305,41.75311833,6.326770348,0,57.49534932,29.43444872,463.4834231,96.29759424,2
Silt,29.27645613,63.06446982,266.2280786,25.30374648,Sheet Pile,Anchors,9.496737183,53.70001524,16.75046555,9.760139256,0,88.99310559,38.91978072,230.2679183,83.15349724,2
Sand,28.60666223,154.6983298,128.2928281,21.17348753,Secant Pile,Bracing,23.03560857,130.847156,15.44405996,3.106009714,1,65.08788375,4.666406013,136.5544204,46.35522233,2
Silt,16.85535542,115.0394477,286.9605235,25.25746208,Secant Pile,Bracing,14.31399311,106.7233863,33.17895239,4.609695922,1,47.52465266,8.632870055,171.8252412,73.74894845,2
Silt,26.55106627,232.7052412,572.2242913,13.71878838,Diaphragm Wall,Bracing,12.37314906,188.8082557,35.18677305,6.740013711,0,85.46075627,0.614533058,434.3003706,12.81350403,2
Sand,26.11373496,295.3242726,420.8671986,7.220558209,Sheet Pile,Bracing,32.26188223,79.2554525,20.49690129,5.415062821,0,47.13681102,29.68262897,307.2378755,51.21038555,1
Sand,12.97751183,114.1325156,435.7395743,22.92467558,Secant Pile,Bracing,32.54858726,138.7726685,-0.111120258,8.434277957,0,86.86281705,44.3367196,254.7549645,27.90602772,2
Sand,25.72288685,213.5436504,416.1410768,12.73281164,Secant Pile,Bracing,41.22585349,97.8645495,15.7267027,7.617427065,0,29.15767696,33.5331658,117.3365247,16.11636879,1
Clay,5.925190868,99.52440819,199.4960695,21.12431228,Secant Pile,Anchors,20.88542835,102.5152432,43.24398766,0.582972039,0,12.88130738,49.10200438,252.3772887,42.62809063,2
Rock,19.90674696,191.3325636,309.1669321,10.30738643,Diaphragm Wall,Bracing,3.654254551,53.55486292,31.41424062,9.984212339,1,85.53144644,3.151682625,175.3214015,13.10145544,2
Clay,10.75022093,165.9831217,475.4698992,5.19320014,Sheet Pile,Bracing,13.68331925,90.99015537,34.61394321,7.524024537,1,58.74151638,45.15005426,474.4234075,69.89851082,2
Clay,8.014172144,293.0013324,150.6864488,29.79970848,Secant Pile,Bracing,49.00027316,94.1569994,-8.194597565,8.639033163,1,88.90923982,40.70341437,447.8315492,45.62400441,2
Silt,6.923830041,202.1318182,238.926388,7.217440714,Sheet Pile,Anchors,29.81292876,141.3285043,15.73227044,6.511977121,0,93.7827207,15.71207602,87.75614382,53.11446326,2
Sand,22.4072194,137.376593,238.1595542,29.68736684,Secant Pile,Anchors,35.48685424,188.1279998,25.56416235,8.56285128,1,5.362839037,48.67632759,282.4940702,14.63759387,2
Rock,13.49687409,78.52394622,316.0094638,29.38655818,Secant Pile,Anchors,0.367891481,65.8642555,35.6517976,1.123829749,0,50.09693019,14.39688741,151.2762555,13.97716611,2
Silt,23.11916929,87.81170718,590.1843705,24.43308881,Sheet Pile,Anchors,25.91028661,8.440093716,-7.289949053,3.477378356,1,37.49645491,44.46523619,234.8496903,58.34154353,2
Clay,6.63390852,106.3292325,133.7512733,20.80441998,Sheet Pile,Anchors,1.876432877,99.2590251,36.88413871,8.764209436,0,62.58583971,44.03742885,444.5815992,98.50097478,2
Sand,12.88225845,112.7416653,359.3504972,18.60079036,Sheet Pile,Bracing,28.4615106,108.8922664,20.16205152,2.016552113,0,79.35911972,37.88288083,287.3815339,9.625058324,1
Silt,18.48728231,262.6540145,189.682341,26.38474173,Diaphragm Wall,Bracing,46.03854248,33.68811023,0.852268382,0.782420986,1,28.0590216,28.17352369,200.396882,28.57314286,2
Sand,24.76807912,190.3056971,585.3382727,10.81486708,Secant Pile,Bracing,48.42095653,152.0929213,7.449036905,7.881189399,1,55.67983844,6.000137481,143.5497593,86.94591165,2
Silt,12.96881257,180.8477278,156.6517524,15.62739274,Diaphragm Wall,Bracing,27.02763377,196.9858217,5.506125346,8.354861556,1,70.87285799,26.59858672,410.1461867,7.227201226,2
Sand,20.64728441,78.69221797,301.8005012,19.72352917,Sheet Pile,Bracing,22.91024026,189.1549434,19.19724689,1.626522182,1,13.44310828,17.83981278,331.0331069,87.58857214,2
Clay,27.14944371,265.0349233,468.9424924,14.10214285,Secant Pile,Bracing,47.25085471,39.42120776,-7.157287605,8.543459828,1,81.4066906,39.61085166,260.6294572,52.42859834,2
Rock,20.3965797,230.7035758,452.277214,14.54213426,Diaphragm Wall,Bracing,33.6804916,175.072648,-1.280511283,6.867677956,0,60.61095999,37.90646032,147.8679592,40.82667739,1
Clay,10.82398687,66.91709048,311.3643184,11.91768602,Secant Pile,Anchors,3.244963977,140.8987273,34.69811739,5.200826832,1,94.95374371,45.53062537,200.4108684,30.96805644,2
Rock,5.610019539,226.9587743,273.262084,18.23425905,Diaphragm Wall,Anchors,23.28627888,90.76931276,-2.706780509,8.302501928,1,33.95289191,0.741508122,481.929542,29.71171581,2
Sand,26.75247185,185.8845543,298.8061893,25.96551226,Sheet Pile,Bracing,12.01225092,108.1221989,2.83679482,4.192492493,0,10.81459423,40.45516084,284.0404719,30.58025824,2
Silt,5.531735271,70.43133644,232.1381316,8.441266206,Diaphragm Wall,Bracing,23.49021607,169.920035,14.93538331,1.939939562,1,50.6501201,46.92310266,230.3146766,88.4803081,2
Clay,26.86754182,164.5751604,202.6664694,28.22969205,Secant Pile,Bracing,22.7732786,96.02698793,18.44164885,2.848526766,0,8.581077171,39.46502246,284.6399191,72.37952302,2
Rock,18.22342835,171.1740718,341.5198488,21.60536665,Secant Pile,Anchors,29.10724014,74.64147382,31.99857638,5.051640183,1,96.95265233,6.509722994,400.5448277,66.97230078,2
Clay,28.47669246,91.44363504,234.266878,25.22837674,Secant Pile,Anchors,17.83852452,98.64949861,14.60328347,5.313307927,1,3.868495826,4.063955242,203.0490214,79.8749149,2
Rock,24.96958089,286.4245368,243.7308324,18.0171487,Secant Pile,Anchors,8.213522473,115.8259608,33.44255416,8.055808264,0,75.35039011,1.04226199,130.4177544,25.7114663,1
Clay,29.94835276,262.4938429,428.3780317,24.04695094,Sheet Pile,Bracing,25.18597173,37.81553076,24.00904689,7.913527237,1,52.51023981,31.43726129,313.2212533,61.80428121,2
Rock,13.76779539,217.2555843,584.2686658,3.437410728,Diaphragm Wall,Bracing,41.51014422,180.1815461,-3.779514332,5.813665572,1,36.86206525,31.48363259,349.3418466,46.0066239,2
Rock,24.17970722,165.5738903,401.8186003,25.09627147,Sheet Pile,Anchors,33.2006114,134.8373898,-1.401770888,7.807854834,1,6.584216451,49.34568571,370.7231013,78.24416352,2
Sand,15.04827284,152.9413854,138.4897335,4.083749195,Sheet Pile,Bracing,16.9183933,126.6537835,14.0368549,1.917734583,1,62.21669242,19.90215871,446.8944158,30.92561105,2
Rock,16.99689051,212.7433668,137.7918069,27.02766116,Sheet Pile,Bracing,46.77615114,19.89924524,11.82891662,0.500645271,0,58.52203294,16.59531424,217.0283543,64.31786169,2
Sand,20.68763658,186.3579674,575.7116104,29.78299418,Secant Pile,Anchors,45.61037856,120.8347876,30.89493483,8.736338226,0,28.08832731,31.22124636,83.9097033,88.22124118,2
Rock,26.84192785,65.56827647,248.6453952,10.93982148,Secant Pile,Bracing,10.46741997,24.19213245,21.94054269,0.755544938,1,91.02217014,41.28043363,481.2568626,40.21504762,2
Silt,29.60208673,178.1256622,146.033493,8.67860102,Secant Pile,Anchors,1.970879256,15.73953504,11.34731946,2.466884297,1,30.41100073,46.83869748,245.7553673,6.662208737,2
Silt,24.20683535,251.6009043,399.5222936,23.66481082,Diaphragm Wall,Bracing,37.06543542,105.4621791,-0.60818441,6.953189496,0,44.97254106,40.15620831,330.4658794,51.60508223,2
Silt,15.44416955,164.8099694,411.8243891,9.831711205,Secant Pile,Anchors,41.38051307,80.55710681,2.476040628,4.094479376,0,54.37624559,21.33369903,349.8373954,34.59724878,1
Rock,15.53392506,62.98914439,424.2524101,26.37018435,Diaphragm Wall,Bracing,48.3932283,117.762054,21.65255602,8.763139699,1,10.02318782,31.74571177,295.9311689,67.22253805,2
Sand,23.43955754,246.5695498,233.7010139,5.776749988,Secant Pile,Bracing,44.4918197,17.84443361,13.28913427,2.979797947,0,93.21617192,42.81496634,142.3658884,95.10329247,2
Sand,10.96942864,100.3409455,107.5553421,6.400790302,Secant Pile,Anchors,30.02673841,86.19661257,18.32101299,0.118713467,0,37.45361525,24.53048442,389.8143726,48.5608318,1
Rock,7.761852828,114.6552087,582.5076847,29.43709199,Sheet Pile,Anchors,26.50261696,34.95734301,-0.612741058,3.006556406,0,8.077921387,10.83433219,411.6883884,46.61902302,2
Silt,13.86555394,91.17658836,225.4465228,21.19365025,Sheet Pile,Bracing,1.392052563,197.4200172,26.45984388,5.780750492,0,38.72911737,8.486171987,298.8390137,65.45848002,2
Silt,12.18097479,132.5537662,438.013144,25.86595506,Sheet Pile,Anchors,12.33282234,112.2300425,36.88963075,3.759383754,1,60.02025471,0.007887229,269.8525223,10.34975036,2
Sand,12.40770301,239.1878764,453.3149349,11.75689319,Diaphragm Wall,Anchors,22.98073759,137.4873722,4.186672873,5.348727558,0,51.36526718,35.91189975,101.2721824,25.35061889,1
Silt,10.84019378,179.8464649,405.0037085,21.26506124,Diaphragm Wall,Anchors,31.425195,65.08365614,17.03328242,8.765981188,1,69.4541974,5.554860442,87.77824767,91.89793255,2
Clay,6.052329741,101.2203185,256.4536971,19.04452934,Secant Pile,Bracing,27.86259167,18.94778296,43.6540031,9.124850542,1,5.548394207,12.19195498,202.8041805,66.99426134,2
Sand,5.446848368,269.4575195,235.5481269,19.28505324,Diaphragm Wall,Bracing,37.13179948,195.1741726,8.32829573,2.659740647,0,28.45406103,14.89381658,189.88077,1.344404398,1
Silt,29.69305974,269.8954637,398.8341414,21.42837641,Secant Pile,Bracing,13.98834654,57.25180708,22.72754897,4.621404733,1,81.92305768,28.01899301,479.1454029,20.46254726,2
Sand,15.69432834,267.6446063,533.0478168,18.53469767,Diaphragm Wall,Bracing,28.24763038,84.76163703,-5.039236489,5.491440152,1,7.989368779,19.89786386,402.6302341,68.2837266,2
Clay,14.60816618,109.6990528,573.3668645,14.58468397,Diaphragm Wall,Bracing,4.40711217,129.9727843,23.33082514,9.491124569,0,85.54859547,33.7336996,346.9659329,76.43992026,2
Sand,21.99118207,162.809836,152.9529022,10.44991275,Diaphragm Wall,Bracing,20.68327618,4.939459537,-5.070252468,9.986173192,0,9.189609208,2.781932966,282.9416401,83.98595727,1
Sand,10.4563472,296.247414,177.4143063,23.75169593,Sheet Pile,Bracing,37.50804165,162.0518261,42.75794894,2.354072488,0,83.44542149,6.196959713,125.3153888,29.21768034,2
Sand,28.7490296,243.0031191,572.3681294,9.10935561,Diaphragm Wall,Bracing,34.67004267,107.315638,29.36144586,7.269798713,1,36.07884011,24.96057518,490.3055025,93.10285963,2
Sand,24.65862536,56.79185531,468.2676142,21.69356627,Sheet Pile,Bracing,49.53213686,55.64343741,33.34878835,3.780310622,1,61.22090633,16.84823939,218.7683142,55.29468936,2
Clay,7.235275058,66.30114782,541.4969124,9.299986212,Sheet Pile,Bracing,13.8945563,12.32159706,28.72573984,0.081081969,1,15.28871156,14.79066814,98.1165211,69.65390224,2
Rock,15.43951939,165.9828442,201.3163171,19.88391459,Diaphragm Wall,Anchors,24.90946496,32.49968309,22.43509698,0.092525224,1,6.616872173,3.351403952,272.2095031,59.67388628,2
Sand,26.97795769,277.3050515,393.7929356,23.17111321,Secant Pile,Anchors,16.47652069,179.0067718,14.74520296,4.605660076,0,21.5938204,44.78595874,443.2991052,12.27400547,2
Sand,28.61830056,184.6754495,450.5697972,8.905275,Secant Pile,Bracing,22.0301557,137.2048448,37.21053589,4.88334913,1,12.78538179,34.59092931,449.2809508,96.31146594,2
Silt,16.68503778,174.453127,440.0559427,4.618469123,Secant Pile,Bracing,42.84750649,49.98034433,42.62596171,0.225696966,0,31.24058977,6.080907841,54.93466223,12.28755799,0
Sand,20.33528473,76.36842499,304.0758454,6.536291061,Diaphragm Wall,Anchors,34.21045376,13.12015299,17.44698951,6.869274168,0,51.43832465,3.252297887,448.8330851,25.48819564,1
Silt,9.175848652,214.1950262,107.6974458,19.36191812,Secant Pile,Bracing,44.12205957,138.1230625,41.2344277,2.940033886,0,58.87594636,48.74362667,172.1678979,81.36278802,2
Rock,29.77921565,255.5257902,391.4630284,25.93505297,Sheet Pile,Anchors,10.17555542,114.4815452,22.08331005,5.598931015,0,78.98681074,34.05862752,67.53756379,61.85969615,2
Clay,10.79179253,145.1050019,226.5507696,4.214914173,Secant Pile,Bracing,43.66805589,80.90390489,19.61113028,3.009190732,1,65.62398932,20.87280355,431.5056217,83.81491654,2
